source, target, weight; 
 113, 5190, -0.210200
 113, 5211, 0.190900
 113, 5212, -0.392600
 113, 5221, 0.957700
 113, 5222, -0.194400
 113, 5223, -0.646000
 113, 5224, -0.827400
 113, 5225, 0.848700
 113, 5226, -0.615000
 113, 5227, -0.641100
 113, 5231, -0.386900
 113, 5232, -0.784700
 113, 5242, -0.495700
 113, 5243, -0.363900
 113, 5244, -0.435300
 113, 5245, -0.718900
 113, 5246, -0.589000
 113, 5248, -0.218700
 113, 5249, 0.152300
 113, 5250, 0.416300
 113, 5261, -0.548500
 113, 5262, 0.064600
 113, 5263, 0.053900
 113, 5510, 0.378500
 113, 5523, -0.063200
 113, 5530, 0.382700
 113, 5540, 0.310400
 113, 5551, -0.735700
 113, 5552, -0.331900
 113, 6010, -0.524500
 113, 6021, -0.520400
 113, 6022, -0.577100
 113, 6023, 0.416800
 113, 6024, -0.004700
 113, 6110, -0.402800
 113, 6120, -0.673600
 113, 6312, -0.336600
 113, 6323, -0.456600
 113, 6330, -0.318900
 113, 6340, -0.107700
 113, 6411, -0.099000
 113, 6412, -0.145200
 113, 6430, -0.672800
 113, 6512, -0.178900
 113, 6522, -0.638600
 113, 6603, -0.594400
 113, 6713, -0.524300
 113, 6720, -0.737800
 113, 7011, -0.765000
 113, 7012, -0.654500
 113, 7020, -0.225200
 113, 7031, -0.859200
 113, 7032, -0.302100
 113, 7110, -0.202000
 113, 7131, -0.613900
 113, 7132, -0.476200
 113, 7133, -0.640800
 113, 7140, -0.779300
 113, 7210, -0.687400
 113, 7222, -0.737800
 113, 7230, -0.878700
 113, 7240, -0.683000
 113, 7250, -0.695100
 113, 7260, -0.505700
 113, 7310, -0.117700
 113, 7411, -0.405100
 113, 7412, -0.464900
 113, 7414, -0.619100
 113, 7415, -0.371400
 113, 7420, -0.516700
 113, 7430, -0.614900
 113, 7440, -0.492500
 113, 7460, 0.142100
 113, 7470, 0.171600
 113, 7481, -0.654900
 113, 7482, 0.415500
 113, 7485, -0.389500
 113, 7486, -0.590900
 113, 7487, -0.458900
 113, 7511, -0.012600
 113, 7512, -0.751200
 113, 7513, 0.345700
 113, 7514, -0.420100
 113, 7522, -0.650800
 113, 7523, -0.668400
 113, 7530, -0.490800
 113, 8010, -0.575000
 113, 8021, -0.749300
 113, 8022, -0.319300
 113, 8030, -0.422200
 113, 8041, -0.296900
 113, 8042, -0.216400
 113, 8511, -0.330400
 113, 8512, -0.320200
 113, 8513, -0.754000
 113, 8514, -0.273500
 113, 8520, -0.632500
 113, 8531, -0.035000
 113, 8532, -0.010900
 113, 9001, -0.416100
 113, 9002, -0.454200
 113, 9003, -0.654600
 113, 9111, -0.443500
 113, 9112, -0.674000
 113, 9131, -0.520900
 113, 9133, 0.119000
 113, 9211, -0.710700
 113, 9231, -0.688000
 113, 9232, -0.694800
 113, 9233, -0.321000
 113, 9240, -0.679700
 113, 9253, -0.626100
 113, 9261, -0.163900
 113, 9262, -0.760500
 113, 9271, -0.751900
 113, 9272, -0.351800
 113, 9301, -0.457600
 113, 9304, -0.458700
 113, 9305, -0.479300
 121, 111, 0.969700
 121, 112, 0.439200
 121, 113, 0.391900
 121, 122, 0.942100
 121, 123, 0.969100
 121, 124, 0.125100
 121, 125, 0.565900
 121, 130, 0.985700
 121, 141, 0.762000
 121, 142, 0.949700
 121, 201, 0.039200
 121, 202, 0.660900
 121, 502, -0.605400
 121, 1020, -0.629700
 121, 1030, -0.607400
 121, 1411, -0.362500
 121, 1421, -0.069600
 121, 1430, -0.629100
 121, 1511, 0.471100
 121, 1513, 0.502400
 121, 1533, -0.036200
